"Year","Sex","agegroup","UF","pop"
2018,"f","75-79","Paraiba",42191.99954
2018,"f","75-79","Parana",111342.00003
2018,"f","75-79","Pernambuco",89328.002905
2018,"f","75-79","Piaui",28685.999583
2018,"f","75-79","Rio De Janeiro",199267.00489
2018,"f","75-79","Rio Grande Do Norte",32335.99986
2018,"f","75-79","Rio Grande Do Sul",141011.99679
2018,"f","75-79","Rondonia",8702.9997
2018,"f","75-79","Roraima",1909.99981
2018,"f","75-79","Santa Catarina",64332.00013
2018,"f","75-79","Sao Paulo",459521.034397
2018,"f","75-79","Sergipe",17164.99947
2018,"f","75-79","Tocantins",9638.000243
2018,"f","80-84","Acre",2437.000172
2018,"f","80-84","Alagoas",16070.99967
2018,"f","80-84","Amapa",1937.000156
2018,"f","80-84","Amazonas",11008.00024
2018,"f","80-84","Bahia",90366.00004
2018,"f","80-84","Ceara",57741.00296
2018,"f","80-84","Distrito Federal",13126
2018,"f","80-84","Espirito Santo",24753.00059
2018,"f","80-84","Goias",32020.999908
2018,"f","80-84","Maranhao",32067.99973
2018,"f","80-84","Mato Grosso",12136.000311
2018,"f","80-84","Mato Grosso Do Sul",14062.000573
2018,"f","80-84","Minas Gerais",149670.995823
2018,"f","80-84","Para",27671.000245
2018,"f","80-84","Paraiba",28665.000889
2018,"f","80-84","Parana",72280.000378
2018,"f","80-84","Pernambuco",59064.004188
2018,"f","80-84","Piaui",19269.000025
2018,"f","80-84","Rio De Janeiro",140900.99835
2018,"f","80-84","Rio Grande Do Norte",22205.999408
2018,"f","80-84","Rio Grande Do Sul",98120.00411
2018,"f","80-84","Rondonia",4922.999707
2018,"f","80-84","Roraima",1126.00004
2018,"f","80-84","Santa Catarina",43053.99925
2018,"f","80-84","Sao Paulo",318011.001659
2018,"f","80-84","Sergipe",11271.00042
2018,"f","80-84","Tocantins",6338.000007
2018,"f","85","Acre",2127.000078
2018,"f","85","Alagoas",13699.000388
2018,"f","85","Amapa",1848.999985
2018,"f","85","Amazonas",9711.999978
2018,"f","85","Bahia",86845.999872
2018,"f","85","Ceara",50808.99974
2018,"f","85","Distrito Federal",10267
2018,"f","85","Espirito Santo",24528.99946
2018,"f","85","Goias",24457.999149
2018,"f","85","Maranhao",29921.99931
2018,"f","85","Mato Grosso",9096.999738
2018,"f","85","Mato Grosso Do Sul",11820.000016
2018,"f","85","Minas Gerais",142333.003357
2018,"f","85","Para",23779.999595
2018,"f","85","Paraiba",24139.999265
2018,"f","85","Parana",61791.998847
2018,"f","85","Pernambuco",49641.999081
2018,"f","85","Piaui",15281.999652
2018,"f","85","Rio De Janeiro",142486.99256
2018,"f","85","Rio Grande Do Norte",21085.999721
2018,"f","85","Rio Grande Do Sul",97118.998804
2018,"f","85","Rondonia",3616.999909
2018,"f","85","Roraima",865.999979
2018,"f","85","Santa Catarina",39842.99902
2018,"f","85","Sao Paulo",309923.003428
2018,"f","85","Sergipe",9629.00023
2018,"f","85","Tocantins",4814.99994
2018,"m","0-4","Acre",42942.994
2018,"m","0-4","Alagoas",130858.0001
2018,"m","0-4","Amapa",41523.9958
2018,"m","0-4","Amazonas",208997.0014
2018,"m","0-4","Bahia",525959.99817
2018,"m","0-4","Ceara",334644.9923
2018,"m","0-4","Distrito Federal",105377
2018,"m","0-4","Espirito Santo",146604.0052
2018,"m","0-4","Goias",262578.00516
2018,"m","0-4","Maranhao",300952.0011
2018,"m","0-4","Mato Grosso",144483.00767
2018,"m","0-4","Mato Grosso Do Sul",112171.0026
2018,"m","0-4","Minas Gerais",680930.99803
2018,"m","0-4","Para",369337.0037
2018,"m","0-4","Paraiba",146285.00069
2018,"m","0-4","Parana",404987.01112
2018,"m","0-4","Pernambuco",355461.99627
2018,"m","0-4","Piaui",121718.00301
2018,"m","0-4","Rio De Janeiro",577208.9928
2018,"m","0-4","Rio Grande Do Norte",122913.99766
2018,"m","0-4","Rio Grande Do Sul",365766.99299
2018,"m","0-4","Rondonia",71187.00407
2018,"m","0-4","Roraima",28762.0026
2018,"m","0-4","Santa Catarina",245222.00277
2018,"m","0-4","Sao Paulo",1567608.99289
2018,"m","0-4","Sergipe",86935.0038
2018,"m","0-4","Tocantins",63884.00186
2018,"m","10-14","Acre",46797.0035
2018,"m","10-14","Alagoas",149054.9943
2018,"m","10-14","Amapa",40864.0036
2018,"m","10-14","Amazonas",199653.9983
2018,"m","10-14","Bahia",590973.99486
2018,"m","10-14","Ceara",354099.9924
2018,"m","10-14","Distrito Federal",111122
2018,"m","10-14","Espirito Santo",141399.9973
2018,"m","10-14","Goias",253710.9982
2018,"m","10-14","Maranhao",351762.0078
2018,"m","10-14","Mato Grosso",138403.00041
2018,"m","10-14","Mato Grosso Do Sul",104714.0013
2018,"m","10-14","Minas Gerais",714416.005
2018,"m","10-14","Para",411835.9998
2018,"m","10-14","Paraiba",161066.99206
2018,"m","10-14","Parana",391473.99456
2018,"m","10-14","Pernambuco",382549.01415
2018,"m","10-14","Piaui",138032.00131
2018,"m","10-14","Rio De Janeiro",550786.0055
2018,"m","10-14","Rio Grande Do Norte",134321.99713
2018,"m","10-14","Rio Grande Do Sul",362120.99634
2018,"m","10-14","Rondonia",72361.0013
2018,"m","10-14","Roraima",26479.0037
2018,"m","10-14","Santa Catarina",229509.99911
2018,"m","10-14","Sao Paulo",1532809.95291
2018,"m","10-14","Sergipe",92587.0018
2018,"m","10-14","Tocantins",69041.99684
2018,"m","15-19","Acre",46783.0003
2018,"m","15-19","Alagoas",161739.9929
2018,"m","15-19","Amapa",42732.0042
2018,"m","15-19","Amazonas",202940.9948
2018,"m","15-19","Bahia",638451.9595
2018,"m","15-19","Ceara",392687.9666
2018,"m","15-19","Distrito Federal",121451
2018,"m","15-19","Espirito Santo",152238.9914
2018,"m","15-19","Goias",270903.00037
2018,"m","15-19","Maranhao",343568.9996
2018,"m","15-19","Mato Grosso",138508.99968
2018,"m","15-19","Mato Grosso Do Sul",108316.9998
2018,"m","15-19","Minas Gerais",808180.01947
2018,"m","15-19","Para",419375.0029
2018,"m","15-19","Paraiba",171364.99382
2018,"m","15-19","Parana",435442.01028
2018,"m","15-19","Pernambuco",408051.00507
2018,"m","15-19","Piaui",151964.99567
2018,"m","15-19","Rio De Janeiro",616520.0163
2018,"m","15-19","Rio Grande Do Norte",143233.99502
2018,"m","15-19","Rio Grande Do Sul",412786.00619
2018,"m","15-19","Rondonia",79040.0067
2018,"m","15-19","Roraima",27229.9984
2018,"m","15-19","Santa Catarina",251478.99522
2018,"m","15-19","Sao Paulo",1648259.93684
2018,"m","15-19","Sergipe",99498.0011
2018,"m","15-19","Tocantins",71312.99607
2018,"m","20-24","Acre",42012.9953
2018,"m","20-24","Alagoas",154366.0039
2018,"m","20-24","Amapa",40597
2018,"m","20-24","Amazonas",198388.0358
2018,"m","20-24","Bahia",640806.97508
2018,"m","20-24","Ceara",420953.0233
2018,"m","20-24","Distrito Federal",123471
2018,"m","20-24","Espirito Santo",157536.0023
2018,"m","20-24","Goias",289336.9929
2018,"m","20-24","Maranhao",335597.9923
2018,"m","20-24","Mato Grosso",147082.99493
2018,"m","20-24","Mato Grosso Do Sul",115339.0042
2018,"m","20-24","Minas Gerais",870340.99994
2018,"m","20-24","Para",408373.9938
2018,"m","20-24","Paraiba",169814.00178
2018,"m","20-24","Parana",469278.99533
2018,"m","20-24","Pernambuco",407769.02263
2018,"m","20-24","Piaui",145964.99537
2018,"m","20-24","Rio De Janeiro",670538.9566
2018,"m","20-24","Rio Grande Do Norte",150933.99314
2018,"m","20-24","Rio Grande Do Sul",441939.99486
2018,"m","20-24","Rondonia",79570.00076
2018,"m","20-24","Roraima",29362.0049
2018,"m","20-24","Santa Catarina",289439.99616
2018,"m","20-24","Sao Paulo",1740635.99372
2018,"m","20-24","Sergipe",104262.9966
2018,"m","20-24","Tocantins",72775.99863
2018,"m","25-29","Acre",36479.0016
2018,"m","25-29","Alagoas",130438.006
2018,"m","25-29","Amapa",38112.9946
2018,"m","25-29","Amazonas",177802.9959
2018,"m","25-29","Bahia",590892.98644
2018,"m","25-29","Ceara",394486.9865
2018,"m","25-29","Distrito Federal",124806
2018,"m","25-29","Espirito Santo",161868.0078
2018,"m","25-29","Goias",298109.99576
2018,"m","25-29","Maranhao",295805.006
2018,"m","25-29","Mato Grosso",149549.00266
2018,"m","25-29","Mato Grosso Do Sul",114513.9956
2018,"m","25-29","Minas Gerais",863034.03408
2018,"m","25-29","Para",376404.9997
2018,"m","25-29","Paraiba",161114.00784
2018,"m","25-29","Parana",457814.00698
2018,"m","25-29","Pernambuco",380660.9949
2018,"m","25-29","Piaui",130535.9994
2018,"m","25-29","Rio De Janeiro",649856.0316
2018,"m","25-29","Rio Grande Do Norte",150587.00338
2018,"m","25-29","Rio Grande Do Sul",433037.00755
2018,"m","25-29","Rondonia",78526.99952
2018,"m","25-29","Roraima",28581.0019
2018,"m","25-29","Santa Catarina",304446.99723
2018,"m","25-29","Sao Paulo",1820286.98631
2018,"m","25-29","Sergipe",96919.00656
2018,"m","25-29","Tocantins",67644.00434
2018,"m","30-34","Acre",34257.0041
2018,"m","30-34","Alagoas",121964.0031
2018,"m","30-34","Amapa",35099.9984
2018,"m","30-34","Amazonas",167523.9995
2018,"m","30-34","Bahia",596275.96308
2018,"m","30-34","Ceara",373370.0058
2018,"m","30-34","Distrito Federal",131462
2018,"m","30-34","Espirito Santo",169722.0047
2018,"m","30-34","Goias",301903.99964
2018,"m","30-34","Maranhao",284180.0007
2018,"m","30-34","Mato Grosso",150362.00278
2018,"m","30-34","Mato Grosso Do Sul",111669.003
2018,"m","30-34","Minas Gerais",861345.00504
2018,"m","30-34","Para",358506.9854
2018,"m","30-34","Paraiba",156906.99877
2018,"m","30-34","Parana",439223.99947
2018,"m","30-34","Pernambuco",375079.0043
2018,"m","30-34","Piaui",127546.00169
2018,"m","30-34","Rio De Janeiro",659969.0477
2018,"m","30-34","Rio Grande Do Norte",151203.01006
2018,"m","30-34","Rio Grande Do Sul",433974.98939
2018,"m","30-34","Rondonia",77587.99916
2018,"m","30-34","Roraima",26692.9968
2018,"m","30-34","Santa Catarina",309943.99548
2018,"m","30-34","Sao Paulo",1940947.00519
2018,"m","30-34","Sergipe",94166.00377
2018,"m","30-34","Tocantins",64397.00217
2018,"m","35-39","Acre",31584.0014
2018,"m","35-39","Alagoas",117400.0018
2018,"m","35-39","Amapa",31010.0013
2018,"m","35-39","Amazonas",154120.9979
2018,"m","35-39","Bahia",591667.97109
2018,"m","35-39","Ceara",335359.0423
2018,"m","35-39","Distrito Federal",129679
2018,"m","35-39","Espirito Santo",161084.9853
2018,"m","35-39","Goias",286359.00554
2018,"m","35-39","Maranhao",256305.9986
2018,"m","35-39","Mato Grosso",142902.99452
2018,"m","35-39","Mato Grosso Do Sul",105999.0024
2018,"m","35-39","Minas Gerais",827112.98726
2018,"m","35-39","Para",329696.9988
2018,"m","35-39","Paraiba",149131.99217
2018,"m","35-39","Parana",422396.00349
2018,"m","35-39","Pernambuco",353051.0063
2018,"m","35-39","Piaui",119868.00578
2018,"m","35-39","Rio De Janeiro",655494.0342
2018,"m","35-39","Rio Grande Do Norte",135295.00224
2018,"m","35-39","Rio Grande Do Sul",421867.0057
2018,"m","35-39","Rondonia",72227.99518
2018,"m","35-39","Roraima",23807.0023
2018,"m","35-39","Santa Catarina",289339.99121
2018,"m","35-39","Sao Paulo",1858190.97259
2018,"m","35-39","Sergipe",86562.00239
2018,"m","35-39","Tocantins",60668.99636
2018,"m","40-44","Acre",26474.0031
2018,"m","40-44","Alagoas",103789.00097
2018,"m","40-44","Amapa",26130.0003
2018,"m","40-44","Amazonas",130155.9957
2018,"m","40-44","Bahia",512144.96319
2018,"m","40-44","Ceara",292352.9911
2018,"m","40-44","Distrito Federal",113502
2018,"m","40-44","Espirito Santo",140578.0044
2018,"m","40-44","Goias",257208.99584
2018,"m","40-44","Maranhao",212354.99546
2018,"m","40-44","Mato Grosso",127516.99937
2018,"m","40-44","Mato Grosso Do Sul",95347
2018,"m","40-44","Minas Gerais",743074.00535
2018,"m","40-44","Para",282333.003
2018,"m","40-44","Paraiba",133075.99965
2018,"m","40-44","Parana",393899.99761
2018,"m","40-44","Pernambuco",317243.0042
2018,"m","40-44","Piaui",105842.00267
2018,"m","40-44","Rio De Janeiro",599681.0347
2018,"m","40-44","Rio Grande Do Norte",115935.99365
2018,"m","40-44","Rio Grande Do Sul",373315.00581
2018,"m","40-44","Rondonia",62831.99876
2018,"m","40-44","Roraima",19143
2018,"m","40-44","Santa Catarina",252826.99512
2018,"m","40-44","Sao Paulo",1647992.01501
2018,"m","40-44","Sergipe",75420.00261
2018,"m","40-44","Tocantins",53600.00347
2018,"m","45-49","Acre",21527.99423
2018,"m","45-49","Alagoas",89789.00517
2018,"m","45-49","Amapa",21773.0025
2018,"m","45-49","Amazonas",106373.003
2018,"m","45-49","Bahia",439251.99892
2018,"m","45-49","Ceara",258241.0049
2018,"m","45-49","Distrito Federal",95255
2018,"m","45-49","Espirito Santo",122502.0033
2018,"m","45-49","Goias",225284.99999
2018,"m","45-49","Maranhao",175376.99873
2018,"m","45-49","Mato Grosso",112397.99549
2018,"m","45-49","Mato Grosso Do Sul",85829.0001
2018,"m","45-49","Minas Gerais",667240.00255
2018,"m","45-49","Para",235354.0094
2018,"m","45-49","Paraiba",117460.00518
2018,"m","45-49","Parana",371518.99959
2018,"m","45-49","Pernambuco",277927.0005
2018,"m","45-49","Piaui",90888.9973
2018,"m","45-49","Rio De Janeiro",539171.9903
2018,"m","45-49","Rio Grande Do Norte",104411.99704
2018,"m","45-49","Rio Grande Do Sul",353890.99646
2018,"m","45-49","Rondonia",55348.00297
2018,"m","45-49","Roraima",15405.9975
2018,"m","45-49","Santa Catarina",235485.00186
2018,"m","45-49","Sao Paulo",1472021.03706
2018,"m","45-49","Sergipe",66434.99832
2018,"m","45-49","Tocantins",45525.99987
2018,"m","5-9","Acre",43545.9966
2018,"m","5-9","Alagoas",137413.9964
2018,"m","5-9","Amapa",40975.0026
2018,"m","5-9","Amazonas",204933.9977
2018,"m","5-9","Bahia",543039.00821
2018,"m","5-9","Ceara",331986.9957
2018,"m","5-9","Distrito Federal",95774
2018,"m","5-9","Espirito Santo",140671.0045
2018,"m","5-9","Goias",254558.00102
2018,"m","5-9","Maranhao",309321.0051
2018,"m","5-9","Mato Grosso",133273.00467
2018,"m","5-9","Mato Grosso Do Sul",107367.0033
2018,"m","5-9","Minas Gerais",669430.00628
2018,"m","5-9","Para",381555.0147
2018,"m","5-9","Paraiba",141124.99848
2018,"m","5-9","Parana",384613.98715
2018,"m","5-9","Pernambuco",363971.00195
2018,"m","5-9","Piaui",123272.00374
2018,"m","5-9","Rio De Janeiro",546765.0423
2018,"m","5-9","Rio Grande Do Norte",126450.99789
2018,"m","5-9","Rio Grande Do Sul",345141.00435
2018,"m","5-9","Rondonia",68440.0009
2018,"m","5-9","Roraima",27433.0031
2018,"m","5-9","Santa Catarina",228764.00208
2018,"m","5-9","Sao Paulo",1529818.97003
2018,"m","5-9","Sergipe",88147.001
2018,"m","5-9","Tocantins",64595.0003
2018,"m","50-54","Acre",17468.00019
2018,"m","50-54","Alagoas",79482.00327
2018,"m","50-54","Amapa",17175.00098
2018,"m","50-54","Amazonas",88015.0017
2018,"m","50-54","Bahia",394119.00737
2018,"m","50-54","Ceara",237320.004
2018,"m","50-54","Distrito Federal",81221
2018,"m","50-54","Espirito Santo",115259.0029
2018,"m","50-54","Goias",198345.9932
2018,"m","50-54","Maranhao",151702.00108
2018,"m","50-54","Mato Grosso",100234.00181
2018,"m","50-54","Mato Grosso Do Sul",78229.0009
2018,"m","50-54","Minas Gerais",637756.98295
2018,"m","50-54","Para",194221.00581
2018,"m","50-54","Paraiba",106641.00233
2018,"m","50-54","Parana",349219.01143
2018,"m","50-54","Pernambuco",244058.9972
2018,"m","50-54","Piaui",82553.9983
2018,"m","50-54","Rio De Janeiro",513001.0044
2018,"m","50-54","Rio Grande Do Norte",97525.9983
2018,"m","50-54","Rio Grande Do Sul",359112.0033
2018,"m","50-54","Rondonia",50090.00004
2018,"m","50-54","Roraima",12656.9996
2018,"m","50-54","Santa Catarina",226564.00298
2018,"m","50-54","Sao Paulo",1348342.96433
2018,"m","50-54","Sergipe",58487.00026
2018,"m","50-54","Tocantins",39116.00078
2018,"m","55-59","Acre",13578.00023
2018,"m","55-59","Alagoas",64141.99794
2018,"m","55-59","Amapa",13221.99969
2018,"m","55-59","Amazonas",68940.00112
2018,"m","55-59","Bahia",327750.99954
2018,"m","55-59","Ceara",193784.99729
2018,"m","55-59","Distrito Federal",62717
2018,"m","55-59","Espirito Santo",102100.9998
2018,"m","55-59","Goias",162213.00458
2018,"m","55-59","Maranhao",124229.00074
2018,"m","55-59","Mato Grosso",83329.00196
2018,"m","55-59","Mato Grosso Do Sul",67066.00172
2018,"m","55-59","Minas Gerais",570450.00114
2018,"m","55-59","Para",154559.00207
2018,"m","55-59","Paraiba",87193.00385
2018,"m","55-59","Parana",300306.00529
2018,"m","55-59","Pernambuco",201502.00745
2018,"m","55-59","Piaui",69403.99332
2018,"m","55-59","Rio De Janeiro",465621.9738
2018,"m","55-59","Rio Grande Do Norte",78718.99888
2018,"m","55-59","Rio Grande Do Sul",341159.99659
2018,"m","55-59","Rondonia",40934.00257
2018,"m","55-59","Roraima",10119
2018,"m","55-59","Santa Catarina",198689.00816
2018,"m","55-59","Sao Paulo",1180120.97272
2018,"m","55-59","Sergipe",46105.00208
2018,"m","55-59","Tocantins",31804.99979
2018,"m","60-64","Acre",10644.9998
2018,"m","60-64","Alagoas",50626.99649
2018,"m","60-64","Amapa",9895.99967
2018,"m","60-64","Amazonas",51510.00055
2018,"m","60-64","Bahia",261400.00031
2018,"m","60-64","Ceara",144446.99698
2018,"m","60-64","Distrito Federal",46767
2018,"m","60-64","Espirito Santo",84215.0029
2018,"m","60-64","Goias",125780.99646
2018,"m","60-64","Maranhao",99879.99997
2018,"m","60-64","Mato Grosso",63652.00297
2018,"m","60-64","Mato Grosso Do Sul",52520.00231
2018,"m","60-64","Minas Gerais",469848.00841
2018,"m","60-64","Para",122652.99765
2018,"m","60-64","Paraiba",66730.00109
2018,"m","60-64","Parana",242391.99882
2018,"m","60-64","Pernambuco",156889.99998
2018,"m","60-64","Piaui",55241.00189
2018,"m","60-64","Rio De Janeiro",387374.0197
2018,"m","60-64","Rio Grande Do Norte",56096.00225
2018,"m","60-64","Rio Grande Do Sul",285792.00022
2018,"m","60-64","Rondonia",30282.00063
2018,"m","60-64","Roraima",7409.00019
2018,"m","60-64","Santa Catarina",156311.99997
2018,"m","60-64","Sao Paulo",977824.04766
2018,"m","60-64","Sergipe",35343.00179
2018,"m","60-64","Tocantins",25268.00116
2018,"m","65-69","Acre",7944.00011
2018,"m","65-69","Alagoas",39688.00361
2018,"m","65-69","Amapa",6457.00056
2018,"m","65-69","Amazonas",36071.99636
2018,"m","65-69","Bahia",199890.00543
2018,"m","65-69","Ceara",118358.00331
2018,"m","65-69","Distrito Federal",34187
2018,"m","65-69","Espirito Santo",61561.00078
2018,"m","65-69","Goias",93549.99937
2018,"m","65-69","Maranhao",78955.0043
2018,"m","65-69","Mato Grosso",45284.99992
2018,"m","65-69","Mato Grosso Do Sul",39268.00343
2018,"m","65-69","Minas Gerais",356115.99846
2018,"m","65-69","Para",89545.00259
2018,"m","65-69","Paraiba",55199.99514
2018,"m","65-69","Parana",187483.00167
2018,"m","65-69","Pernambuco",121803.00474
2018,"m","65-69","Piaui",43967.99519
2018,"m","65-69","Rio De Janeiro",292870.9728
2018,"m","65-69","Rio Grande Do Norte",44153.005
2018,"m","65-69","Rio Grande Do Sul",222877.00226
2018,"m","65-69","Rondonia",20875.99918
2018,"m","65-69","Roraima",5341.99966
2018,"m","65-69","Santa Catarina",117142.99821
2018,"m","65-69","Sao Paulo",738100.03966
2018,"m","65-69","Sergipe",27084.00044
2018,"m","65-69","Tocantins",19664.00104
2018,"m","70-74","Acre",5557.00016
2018,"m","70-74","Alagoas",28756.00022
2018,"m","70-74","Amapa",4191.00041
2018,"m","70-74","Amazonas",23934.00392
2018,"m","70-74","Bahia",149831.99567
2018,"m","70-74","Ceara",91497.99894
2018,"m","70-74","Distrito Federal",22553
2018,"m","70-74","Espirito Santo",40051.99945
2018,"m","70-74","Goias",66053.00264
2018,"m","70-74","Maranhao",58060.99947
2018,"m","70-74","Mato Grosso",30666.00034
2018,"m","70-74","Mato Grosso Do Sul",27200.00035
2018,"m","70-74","Minas Gerais",252816.99739
2018,"m","70-74","Para",61568.00415
2018,"m","70-74","Paraiba",43012.99972
2018,"m","70-74","Parana",132885.00312
2018,"m","70-74","Pernambuco",90955.99931
2018,"m","70-74","Piaui",32973.99971
2018,"m","70-74","Rio De Janeiro",203120.00158
2018,"m","70-74","Rio Grande Do Norte",35182.00127
2018,"m","70-74","Rio Grande Do Sul",156732.9954
2018,"m","70-74","Rondonia",13720.99983
2018,"m","70-74","Roraima",3381.00023
2018,"m","70-74","Santa Catarina",78273.99998
2018,"m","70-74","Sao Paulo",508197.03221
2018,"m","70-74","Sergipe",19316.00011
2018,"m","70-74","Tocantins",14196.99994
2018,"m","75-79","Acre",3539.999772
2018,"m","75-79","Alagoas",18345.00005
2018,"m","75-79","Amapa",2828.00052
2018,"m","75-79","Amazonas",15437.00036
2018,"m","75-79","Bahia",100259.001
2018,"m","75-79","Ceara",62782.99932
2018,"m","75-79","Distrito Federal",14422
2018,"m","75-79","Espirito Santo",26652.99996
2018,"m","75-79","Goias",43739.00001
2018,"m","75-79","Maranhao",40337.00022
2018,"m","75-79","Mato Grosso",19686.000021
2018,"m","75-79","Mato Grosso Do Sul",18546.99976
2018,"m","75-79","Minas Gerais",171183.00488
2018,"m","75-79","Para",39912.99973
2018,"m","75-79","Paraiba",29711.999291
2018,"m","75-79","Parana",87839.99644
2018,"m","75-79","Pernambuco",59587.000938
2018,"m","75-79","Piaui",22139.9994
2018,"m","75-79","Rio De Janeiro",130733.00062
2018,"m","75-79","Rio Grande Do Norte",23208.00088
2018,"m","75-79","Rio Grande Do Sul",100175.00411
2018,"m","75-79","Rondonia",8552.00011
2018,"m","75-79","Roraima",1886.00038
2018,"m","75-79","Santa Catarina",48344.00051
2018,"m","75-79","Sao Paulo",327940.99622
2018,"m","75-79","Sergipe",11945.99951
2018,"m","75-79","Tocantins",9886.000046
2018,"m","80-84","Acre",2089.000003
2018,"m","80-84","Alagoas",10259.99947
2018,"m","80-84","Amapa",1551.000014
2018,"m","80-84","Amazonas",8673.00028
2018,"m","80-84","Bahia",60068.00038
2018,"m","80-84","Ceara",39531.00072
2018,"m","80-84","Distrito Federal",8554
2018,"m","80-84","Espirito Santo",17188.0004
2018,"m","80-84","Goias",25939.000847
2018,"m","80-84","Maranhao",24685.0003
2018,"m","80-84","Mato Grosso",11406.00027
2018,"m","80-84","Mato Grosso Do Sul",11575.0001
2018,"m","80-84","Minas Gerais",109257.00338
2018,"m","80-84","Para",22304.0003
2018,"m","80-84","Paraiba",18872.000279
2018,"m","80-84","Parana",53202.000296
2018,"m","80-84","Pernambuco",36196.999616
2018,"m","80-84","Piaui",13017.999701
2018,"m","80-84","Rio De Janeiro",81485.99864
2018,"m","80-84","Rio Grande Do Norte",14563.000038
2018,"m","80-84","Rio Grande Do Sul",60135.999062
2018,"m","80-84","Rondonia",4935.000014
2018,"m","80-84","Roraima",996
2018,"m","80-84","Santa Catarina",28411.999944
2018,"m","80-84","Sao Paulo",203477.997864
2018,"m","80-84","Sergipe",6915.999664
2018,"m","80-84","Tocantins",6273.000019
2018,"m","85","Acre",1819.000051
2018,"m","85","Alagoas",7701.999948
2018,"m","85","Amapa",1264.000035
2018,"m","85","Amazonas",6444.000101
2018,"m","85","Bahia",48822.999972
2018,"m","85","Ceara",30833.999155
2018,"m","85","Distrito Federal",5139
2018,"m","85","Espirito Santo",14696.000327
2018,"m","85","Goias",18696.000276
2018,"m","85","Maranhao",19934.000055
2018,"m","85","Mato Grosso",8094.0000157
2018,"m","85","Mato Grosso Do Sul",8822.999885
2018,"m","85","Minas Gerais",87120.001145
2018,"m","85","Para",16124.999128
2018,"m","85","Paraiba",15082.999795
2018,"m","85","Parana",39282.00041
2018,"m","85","Pernambuco",26919.000025
2018,"m","85","Piaui",9276.999675
2018,"m","85","Rio De Janeiro",62880.00322
2018,"m","85","Rio Grande Do Norte",12007.000422
2018,"m","85","Rio Grande Do Sul",44257.999926
2018,"m","85","Rondonia",3323.000119
2018,"m","85","Roraima",636.999996
2018,"m","85","Santa Catarina",20503.999884
2018,"m","85","Sao Paulo",156754.994909
2018,"m","85","Sergipe",4962.999955
2018,"m","85","Tocantins",4572.000022
2019,"f","0-4","Acre",40795.9964
2019,"f","0-4","Alagoas",123955.99537
2019,"f","0-4","Amapa",39394.0022
2019,"f","0-4","Amazonas",198671.0016
2019,"f","0-4","Bahia",502517.00438
2019,"f","0-4","Ceara",321355.0117
2019,"f","0-4","Distrito Federal",100504
2019,"f","0-4","Espirito Santo",140661.9972
2019,"f","0-4","Goias",252489.01312
2019,"f","0-4","Maranhao",288157.0015
2019,"f","0-4","Mato Grosso",138884.00658
2019,"f","0-4","Mato Grosso Do Sul",107357.0039
2019,"f","0-4","Minas Gerais",650389.00518
2019,"f","0-4","Para",352135.00642
2019,"f","0-4","Paraiba",140083.99565
2019,"f","0-4","Parana",386354.00938
2019,"f","0-4","Pernambuco",337628.99834
2019,"f","0-4","Piaui",116494.00125
2019,"f","0-4","Rio De Janeiro",551627.9686
2019,"f","0-4","Rio Grande Do Norte",117214.0071
2019,"f","0-4","Rio Grande Do Sul",348273.00278
2019,"f","0-4","Rondonia",68326.9952
2019,"f","0-4","Roraima",28215.0022
2019,"f","0-4","Santa Catarina",236761.00573
2019,"f","0-4","Sao Paulo",1494472.04788
2019,"f","0-4","Sergipe",83112.0056
2019,"f","0-4","Tocantins",61280.00345
2019,"f","10-14","Acre",44940.9942
2019,"f","10-14","Alagoas",140772.9953
2019,"f","10-14","Amapa",39421.0005
2019,"f","10-14","Amazonas",194097.0005
2019,"f","10-14","Bahia",555723.99544
2019,"f","10-14","Ceara",336831.9945
2019,"f","10-14","Distrito Federal",104377
2019,"f","10-14","Espirito Santo",134570.0022
2019,"f","10-14","Goias",242508.00144
2019,"f","10-14","Maranhao",330002.0088
2019,"f","10-14","Mato Grosso",132684.99914
2019,"f","10-14","Mato Grosso Do Sul",99569.0014
2019,"f","10-14","Minas Gerais",669451.00993
2019,"f","10-14","Para",391034.0082
2019,"f","10-14","Paraiba",151395.0008
2019,"f","10-14","Parana",371604.00819
2019,"f","10-14","Pernambuco",363787.0042
2019,"f","10-14","Piaui",130164.99694
2019,"f","10-14","Rio De Janeiro",520502.0376
2019,"f","10-14","Rio Grande Do Norte",128654.00493
2019,"f","10-14","Rio Grande Do Sul",337221.99361
2019,"f","10-14","Rondonia",68080.00113
2019,"f","10-14","Roraima",25837.0006
2019,"f","10-14","Santa Catarina",219481.99503
2019,"f","10-14","Sao Paulo",1456372.01699
2019,"f","10-14","Sergipe",88970.99902
2019,"f","10-14","Tocantins",65580.99927
2019,"f","15-19","Acre",45422.9978
2019,"f","15-19","Alagoas",154904.9975
2019,"f","15-19","Amapa",42174.9961
2019,"f","15-19","Amazonas",192235.0047
2019,"f","15-19","Bahia",604275.95645
2019,"f","15-19","Ceara",365642.0204
2019,"f","15-19","Distrito Federal",118277
2019,"f","15-19","Espirito Santo",145453.9985
2019,"f","15-19","Goias",258616.99187
2019,"f","15-19","Maranhao",328962.9853
2019,"f","15-19","Mato Grosso",131598.99604
2019,"f","15-19","Mato Grosso Do Sul",102279.9978
2019,"f","15-19","Minas Gerais",752835.00321
2019,"f","15-19","Para",399021.0061
