"Year","Sex","agegroup","UF","pop"
2015,"m","70-74","Rondonia",12155
2015,"m","70-74","Roraima",2722
2015,"m","70-74","Santa Catarina",65090
2015,"m","70-74","Sao Paulo",435362
2015,"m","70-74","Sergipe",16832
2015,"m","70-74","Tocantins",12911
2015,"m","75-79","Acre",3160
2015,"m","75-79","Alagoas",16638
2015,"m","75-79","Amapa",2364
2015,"m","75-79","Amazonas",13627
2015,"m","75-79","Bahia",93200
2015,"m","75-79","Ceara",60746
2015,"m","75-79","Distrito Federal",13063
2015,"m","75-79","Espirito Santo",24455
2015,"m","75-79","Goias",39982
2015,"m","75-79","Maranhao",38610
2015,"m","75-79","Mato Grosso",17670
2015,"m","75-79","Mato Grosso Do Sul",17266
2015,"m","75-79","Minas Gerais",157900
2015,"m","75-79","Para",35707
2015,"m","75-79","Paraiba",29029
2015,"m","75-79","Parana",80015
2015,"m","75-79","Pernambuco",56653
2015,"m","75-79","Piaui",21483
2015,"m","75-79","Rio De Janeiro",122690
2015,"m","75-79","Rio Grande Do Norte",22329
2015,"m","75-79","Rio Grande Do Sul",90453
2015,"m","75-79","Rondonia",8021
2015,"m","75-79","Roraima",1668
2015,"m","75-79","Santa Catarina",42765
2015,"m","75-79","Sao Paulo",300550
2015,"m","75-79","Sergipe",10917
2015,"m","75-79","Tocantins",9255
2015,"m","80-84","Acre",1960
2015,"m","80-84","Alagoas",9148
2015,"m","80-84","Amapa",1348
2015,"m","80-84","Amazonas",7984
2015,"m","80-84","Bahia",53571
2015,"m","80-84","Ceara",34102
2015,"m","80-84","Distrito Federal",6600
2015,"m","80-84","Espirito Santo",15397
2015,"m","80-84","Goias",22238
2015,"m","80-84","Maranhao",22853
2015,"m","80-84","Mato Grosso",9749
2015,"m","80-84","Mato Grosso Do Sul",10057
2015,"m","80-84","Minas Gerais",95958
2015,"m","80-84","Para",20166
2015,"m","80-84","Paraiba",16108
2015,"m","80-84","Parana",46022
2015,"m","80-84","Pernambuco",31157
2015,"m","80-84","Piaui",12040
2015,"m","80-84","Rio De Janeiro",72723
2015,"m","80-84","Rio Grande Do Norte",12257
2015,"m","80-84","Rio Grande Do Sul",52711
2015,"m","80-84","Rondonia",4412
2015,"m","80-84","Roraima",850
2015,"m","80-84","Santa Catarina",23821
2015,"m","80-84","Sao Paulo",178105
2015,"m","80-84","Sergipe",6221
2015,"m","80-84","Tocantins",5536
2015,"m","85","Acre",1686
2015,"m","85","Alagoas",7440
2015,"m","85","Amapa",1061
2015,"m","85","Amazonas",5862
2015,"m","85","Bahia",47543
2015,"m","85","Ceara",31321
2015,"m","85","Distrito Federal",4365
2015,"m","85","Espirito Santo",12327
2015,"m","85","Goias",16272
2015,"m","85","Maranhao",18438
2015,"m","85","Mato Grosso",6861
2015,"m","85","Mato Grosso Do Sul",7639
2015,"m","85","Minas Gerais",73317
2015,"m","85","Para",14553
2015,"m","85","Paraiba",15642
2015,"m","85","Parana",32880
2015,"m","85","Pernambuco",26472
2015,"m","85","Piaui",9598
2015,"m","85","Rio De Janeiro",54277
2015,"m","85","Rio Grande Do Norte",12470
2015,"m","85","Rio Grande Do Sul",37018
2015,"m","85","Rondonia",3004
2015,"m","85","Roraima",599
2015,"m","85","Santa Catarina",16857
2015,"m","85","Sao Paulo",133128
2015,"m","85","Sergipe",4938
2015,"m","85","Tocantins",4077
2016,"f","0-4","Acre",41447
2016,"f","0-4","Alagoas",128169
2016,"f","0-4","Amapa",39123
2016,"f","0-4","Amazonas",200134
2016,"f","0-4","Bahia",505091
2016,"f","0-4","Ceara",316595
2016,"f","0-4","Distrito Federal",97977
2016,"f","0-4","Espirito Santo",138222
2016,"f","0-4","Goias",246231
2016,"f","0-4","Maranhao",288330
2016,"f","0-4","Mato Grosso",133726
2016,"f","0-4","Mato Grosso Do Sul",105979
2016,"f","0-4","Minas Gerais",646501
2016,"f","0-4","Para",355687
2016,"f","0-4","Paraiba",133872
2016,"f","0-4","Parana",380240
2016,"f","0-4","Pernambuco",345468
2016,"f","0-4","Piaui",116729
2016,"f","0-4","Rio De Janeiro",543694
2016,"f","0-4","Rio Grande Do Norte",119133
2016,"f","0-4","Rio Grande Do Sul",346360
2016,"f","0-4","Rondonia",66681
2016,"f","0-4","Roraima",26124
2016,"f","0-4","Santa Catarina",227250
2016,"f","0-4","Sao Paulo",1494878
2016,"f","0-4","Sergipe",83254
2016,"f","0-4","Tocantins",60994
2016,"f","10-14","Acre",45714
2016,"f","10-14","Alagoas",151198
2016,"f","10-14","Amapa",40145
2016,"f","10-14","Amazonas",189040
2016,"f","10-14","Bahia",591315
2016,"f","10-14","Ceara",350817
2016,"f","10-14","Distrito Federal",110071
2016,"f","10-14","Espirito Santo",138749
2016,"f","10-14","Goias",247012
2016,"f","10-14","Maranhao",338227
2016,"f","10-14","Mato Grosso",132799
2016,"f","10-14","Mato Grosso Do Sul",100980
2016,"f","10-14","Minas Gerais",714832
2016,"f","10-14","Para",398343
2016,"f","10-14","Paraiba",160091
2016,"f","10-14","Parana",387667
2016,"f","10-14","Pernambuco",378338
2016,"f","10-14","Piaui",139691
2016,"f","10-14","Rio De Janeiro",543214
2016,"f","10-14","Rio Grande Do Norte",132444
2016,"f","10-14","Rio Grande Do Sul",364592
2016,"f","10-14","Rondonia",71725
2016,"f","10-14","Roraima",24858
2016,"f","10-14","Santa Catarina",222084
2016,"f","10-14","Sao Paulo",1496698
2016,"f","10-14","Sergipe",90654
2016,"f","10-14","Tocantins",67296
2016,"f","15-19","Acre",44339
2016,"f","15-19","Alagoas",164195
2016,"f","15-19","Amapa",41587
2016,"f","15-19","Amazonas",200417
2016,"f","15-19","Bahia",643974
2016,"f","15-19","Ceara",407929.999999999
2016,"f","15-19","Distrito Federal",118197
2016,"f","15-19","Espirito Santo",152267
2016,"f","15-19","Goias",269201
2016,"f","15-19","Maranhao",346429
2016,"f","15-19","Mato Grosso",137171
2016,"f","15-19","Mato Grosso Do Sul",108362
2016,"f","15-19","Minas Gerais",823802
2016,"f","15-19","Para",409700
2016,"f","15-19","Paraiba",171424
2016,"f","15-19","Parana",443327
2016,"f","15-19","Pernambuco",411836
2016,"f","15-19","Piaui",151366
2016,"f","15-19","Rio De Janeiro",639320
2016,"f","15-19","Rio Grande Do Norte",144375
2016,"f","15-19","Rio Grande Do Sul",419821
2016,"f","15-19","Rondonia",77618
2016,"f","15-19","Roraima",26510
2016,"f","15-19","Santa Catarina",258466
2016,"f","15-19","Sao Paulo",1655072
2016,"f","15-19","Sergipe",102969
2016,"f","15-19","Tocantins",70845
2016,"f","20-24","Acre",39572.0000000001
2016,"f","20-24","Alagoas",152550
2016,"f","20-24","Amapa",39494
2016,"f","20-24","Amazonas",189137
2016,"f","20-24","Bahia",636906
2016,"f","20-24","Ceara",416808
2016,"f","20-24","Distrito Federal",123683
2016,"f","20-24","Espirito Santo",154587
2016,"f","20-24","Goias",282805
2016,"f","20-24","Maranhao",325868
2016,"f","20-24","Mato Grosso",142399
2016,"f","20-24","Mato Grosso Do Sul",113314
2016,"f","20-24","Minas Gerais",853352
2016,"f","20-24","Para",391758
2016,"f","20-24","Paraiba",171396
2016,"f","20-24","Parana",462748
2016,"f","20-24","Pernambuco",403249
2016,"f","20-24","Piaui",143282
2016,"f","20-24","Rio De Janeiro",651064
2016,"f","20-24","Rio Grande Do Norte",148071
2016,"f","20-24","Rio Grande Do Sul",434472
2016,"f","20-24","Rondonia",78011
2016,"f","20-24","Roraima",25063
2016,"f","20-24","Santa Catarina",281418
2016,"f","20-24","Sao Paulo",1689483
2016,"f","20-24","Sergipe",102754
2016,"f","20-24","Tocantins",69473
2016,"f","25-29","Acre",35697
2016,"f","25-29","Alagoas",142610
2016,"f","25-29","Amapa",37082
2016,"f","25-29","Amazonas",174831
2016,"f","25-29","Bahia",628604
2016,"f","25-29","Ceara",412158
2016,"f","25-29","Distrito Federal",132224
2016,"f","25-29","Espirito Santo",164518
2016,"f","25-29","Goias",294098
2016,"f","25-29","Maranhao",312815
2016,"f","25-29","Mato Grosso",144268
2016,"f","25-29","Mato Grosso Do Sul",111159
2016,"f","25-29","Minas Gerais",857440
2016,"f","25-29","Para",374290
2016,"f","25-29","Paraiba",170140
2016,"f","25-29","Parana",453195
2016,"f","25-29","Pernambuco",407239
2016,"f","25-29","Piaui",142422
2016,"f","25-29","Rio De Janeiro",667950
2016,"f","25-29","Rio Grande Do Norte",155052
2016,"f","25-29","Rio Grande Do Sul",430245
2016,"f","25-29","Rondonia",76210
2016,"f","25-29","Roraima",23599
2016,"f","25-29","Santa Catarina",293790
2016,"f","25-29","Sao Paulo",1846690
2016,"f","25-29","Sergipe",102751
2016,"f","25-29","Tocantins",66370
2016,"f","30-34","Acre",34532
2016,"f","30-34","Alagoas",138591
2016,"f","30-34","Amapa",34887
2016,"f","30-34","Amazonas",165665
2016,"f","30-34","Bahia",656749
2016,"f","30-34","Ceara",383693
2016,"f","30-34","Distrito Federal",145164
2016,"f","30-34","Espirito Santo",167849
2016,"f","30-34","Goias",295184
2016,"f","30-34","Maranhao",297817
2016,"f","30-34","Mato Grosso",143471
2016,"f","30-34","Mato Grosso Do Sul",111899
2016,"f","30-34","Minas Gerais",858540
2016,"f","30-34","Para",359478
2016,"f","30-34","Paraiba",167075
2016,"f","30-34","Parana",446714
2016,"f","30-34","Pernambuco",401199
2016,"f","30-34","Piaui",136578
2016,"f","30-34","Rio De Janeiro",705097
2016,"f","30-34","Rio Grande Do Norte",149228
2016,"f","30-34","Rio Grande Do Sul",446332
2016,"f","30-34","Rondonia",75525
2016,"f","30-34","Roraima",23218
2016,"f","30-34","Santa Catarina",296409
2016,"f","30-34","Sao Paulo",1952151
2016,"f","30-34","Sergipe",99938
2016,"f","30-34","Tocantins",64226
2016,"f","35-39","Acre",31003
2016,"f","35-39","Alagoas",129984
2016,"f","35-39","Amapa",30205
2016,"f","35-39","Amazonas",147862
2016,"f","35-39","Bahia",611798
2016,"f","35-39","Ceara",346010
2016,"f","35-39","Distrito Federal",140982
2016,"f","35-39","Espirito Santo",158712
2016,"f","35-39","Goias",283107
2016,"f","35-39","Maranhao",259877
2016,"f","35-39","Mato Grosso",135275
2016,"f","35-39","Mato Grosso Do Sul",105319
2016,"f","35-39","Minas Gerais",823761
2016,"f","35-39","Para",316884
2016,"f","35-39","Paraiba",157225
2016,"f","35-39","Parana",433365
2016,"f","35-39","Pernambuco",378506
2016,"f","35-39","Piaui",128401
2016,"f","35-39","Rio De Janeiro",698600
2016,"f","35-39","Rio Grande Do Norte",134000
2016,"f","35-39","Rio Grande Do Sul",417226
2016,"f","35-39","Rondonia",69127
2016,"f","35-39","Roraima",20258
2016,"f","35-39","Santa Catarina",270219
2016,"f","35-39","Sao Paulo",1865594
2016,"f","35-39","Sergipe",91849
2016,"f","35-39","Tocantins",60128
2016,"f","40-44","Acre",24974
2016,"f","40-44","Alagoas",113238
2016,"f","40-44","Amapa",25086
2016,"f","40-44","Amazonas",121274
2016,"f","40-44","Bahia",516907
2016,"f","40-44","Ceara",304891
2016,"f","40-44","Distrito Federal",118845
2016,"f","40-44","Espirito Santo",137816
2016,"f","40-44","Goias",252768
2016,"f","40-44","Maranhao",209800
2016,"f","40-44","Mato Grosso",119991
2016,"f","40-44","Mato Grosso Do Sul",94711
2016,"f","40-44","Minas Gerais",738612
2016,"f","40-44","Para",263002
2016,"f","40-44","Paraiba",138845
2016,"f","40-44","Parana",407811
2016,"f","40-44","Pernambuco",340033
2016,"f","40-44","Piaui",108598
2016,"f","40-44","Rio De Janeiro",635994
2016,"f","40-44","Rio Grande Do Norte",118463
2016,"f","40-44","Rio Grande Do Sul",381222
2016,"f","40-44","Rondonia",60618
2016,"f","40-44","Roraima",15900
2016,"f","40-44","Santa Catarina",246169
2016,"f","40-44","Sao Paulo",1674825
2016,"f","40-44","Sergipe",80365
2016,"f","40-44","Tocantins",49231
2016,"f","45-49","Acre",20745
2016,"f","45-49","Alagoas",102543
2016,"f","45-49","Amapa",19589.0000000001
2016,"f","45-49","Amazonas",97339
2016,"f","45-49","Bahia",467642
2016,"f","45-49","Ceara",284408
2016,"f","45-49","Distrito Federal",102507
2016,"f","45-49","Espirito Santo",127851
2016,"f","45-49","Goias",227880
2016,"f","45-49","Maranhao",181877
2016,"f","45-49","Mato Grosso",106703
2016,"f","45-49","Mato Grosso Do Sul",87146
2016,"f","45-49","Minas Gerais",705176
2016,"f","45-49","Para",219359
2016,"f","45-49","Paraiba",129080
2016,"f","45-49","Parana",396572
2016,"f","45-49","Pernambuco",310040
2016,"f","45-49","Piaui",98540
2016,"f","45-49","Rio De Janeiro",600690
2016,"f","45-49","Rio Grande Do Norte",113291
2016,"f","45-49","Rio Grande Do Sul",385933
2016,"f","45-49","Rondonia",52923
2016,"f","45-49","Roraima",12801
2016,"f","45-49","Santa Catarina",239905
2016,"f","45-49","Sao Paulo",1553758
2016,"f","45-49","Sergipe",72823
2016,"f","45-49","Tocantins",42959
2016,"f","5-9","Acre",43042
2016,"f","5-9","Alagoas",137089
2016,"f","5-9","Amapa",39265
2016,"f","5-9","Amazonas",195195
2016,"f","5-9","Bahia",537969
2016,"f","5-9","Ceara",327054
2016,"f","5-9","Distrito Federal",94453
2016,"f","5-9","Espirito Santo",132444
2016,"f","5-9","Goias",238313
2016,"f","5-9","Maranhao",316729
2016,"f","5-9","Mato Grosso",128708
2016,"f","5-9","Mato Grosso Do Sul",99336
2016,"f","5-9","Minas Gerais",645379
2016,"f","5-9","Para",380672
2016,"f","5-9","Paraiba",143401
2016,"f","5-9","Parana",365345
2016,"f","5-9","Pernambuco",353762
2016,"f","5-9","Piaui",123546
2016,"f","5-9","Rio De Janeiro",516289
2016,"f","5-9","Rio Grande Do Norte",123911
2016,"f","5-9","Rio Grande Do Sul",326049
2016,"f","5-9","Rondonia",65965
2016,"f","5-9","Roraima",25598
2016,"f","5-9","Santa Catarina",213733
2016,"f","5-9","Sao Paulo",1447108
2016,"f","5-9","Sergipe",86387
2016,"f","5-9","Tocantins",63127
2016,"f","50-54","Acre",16262
2016,"f","50-54","Alagoas",86605
2016,"f","50-54","Amapa",14922
2016,"f","50-54","Amazonas",79097
2016,"f","50-54","Bahia",407727
2016,"f","50-54","Ceara",255341
2016,"f","50-54","Distrito Federal",87801
2016,"f","50-54","Espirito Santo",119631
2016,"f","50-54","Goias",198156
2016,"f","50-54","Maranhao",157143
2016,"f","50-54","Mato Grosso",91877
2016,"f","50-54","Mato Grosso Do Sul",80670
2016,"f","50-54","Minas Gerais",671475
2016,"f","50-54","Para",177834
2016,"f","50-54","Paraiba",114811
2016,"f","50-54","Parana",369800
2016,"f","50-54","Pernambuco",272659
2016,"f","50-54","Piaui",89182.0000000001
2016,"f","50-54","Rio De Janeiro",583900
2016,"f","50-54","Rio Grande Do Norte",103097
2016,"f","50-54","Rio Grande Do Sul",397546
2016,"f","50-54","Rondonia",44540
2016,"f","50-54","Roraima",10699
2016,"f","50-54","Santa Catarina",232152
2016,"f","50-54","Sao Paulo",1458514
2016,"f","50-54","Sergipe",62012
2016,"f","50-54","Tocantins",35938
2016,"f","55-59","Acre",13123
2016,"f","55-59","Alagoas",71285
2016,"f","55-59","Amapa",11611
2016,"f","55-59","Amazonas",63287
2016,"f","55-59","Bahia",347866
2016,"f","55-59","Ceara",205127
2016,"f","55-59","Distrito Federal",69793
2016,"f","55-59","Espirito Santo",105773
2016,"f","55-59","Goias",162737
2016,"f","55-59","Maranhao",131004
2016,"f","55-59","Mato Grosso",73889
2016,"f","55-59","Mato Grosso Do Sul",67122
2016,"f","55-59","Minas Gerais",593608
2016,"f","55-59","Para",146434
2016,"f","55-59","Paraiba",93980
2016,"f","55-59","Parana",316519
2016,"f","55-59","Pernambuco",227631
2016,"f","55-59","Piaui",76242
2016,"f","55-59","Rio De Janeiro",538405
2016,"f","55-59","Rio Grande Do Norte",81080
2016,"f","55-59","Rio Grande Do Sul",363853
2016,"f","55-59","Rondonia",35196
2016,"f","55-59","Roraima",8360
2016,"f","55-59","Santa Catarina",196318
2016,"f","55-59","Sao Paulo",1304304
2016,"f","55-59","Sergipe",49495
2016,"f","55-59","Tocantins",29083
2016,"f","60-64","Acre",10139
2016,"f","60-64","Alagoas",59365
2016,"f","60-64","Amapa",8544
2016,"f","60-64","Amazonas",48077
2016,"f","60-64","Bahia",281308
2016,"f","60-64","Ceara",168089
2016,"f","60-64","Distrito Federal",54397
2016,"f","60-64","Espirito Santo",85871
2016,"f","60-64","Goias",128473
2016,"f","60-64","Maranhao",108972
2016,"f","60-64","Mato Grosso",55744
2016,"f","60-64","Mato Grosso Do Sul",52981
2016,"f","60-64","Minas Gerais",486945
2016,"f","60-64","Para",115499
2016,"f","60-64","Paraiba",79223
2016,"f","60-64","Parana",259928
2016,"f","60-64","Pernambuco",187707
2016,"f","60-64","Piaui",63937
2016,"f","60-64","Rio De Janeiro",454364
2016,"f","60-64","Rio Grande Do Norte",62586
2016,"f","60-64","Rio Grande Do Sul",308737
2016,"f","60-64","Rondonia",26552
2016,"f","60-64","Roraima",6117
2016,"f","60-64","Santa Catarina",158194
2016,"f","60-64","Sao Paulo",1071986
2016,"f","60-64","Sergipe",39869
2016,"f","60-64","Tocantins",23103
2016,"f","65-69","Acre",7331
2016,"f","65-69","Alagoas",45992
2016,"f","65-69","Amapa",5568
2016,"f","65-69","Amazonas",34320
2016,"f","65-69","Bahia",224623
2016,"f","65-69","Ceara",140435
2016,"f","65-69","Distrito Federal",40366
2016,"f","65-69","Espirito Santo",62146
2016,"f","65-69","Goias",96201
2016,"f","65-69","Maranhao",84007
2016,"f","65-69","Mato Grosso",40112
2016,"f","65-69","Mato Grosso Do Sul",39460
2016,"f","65-69","Minas Gerais",375973
2016,"f","65-69","Para",84165
2016,"f","65-69","Paraiba",68768
2016,"f","65-69","Parana",200748
2016,"f","65-69","Pernambuco",154244
2016,"f","65-69","Piaui",50543
2016,"f","65-69","Rio De Janeiro",358525
2016,"f","65-69","Rio Grande Do Norte",55398
2016,"f","65-69","Rio Grande Do Sul",246602
2016,"f","65-69","Rondonia",18160
2016,"f","65-69","Roraima",4150
2016,"f","65-69","Santa Catarina",119831
2016,"f","65-69","Sao Paulo",832603
2016,"f","65-69","Sergipe",30939
2016,"f","65-69","Tocantins",17662
2016,"f","70-74","Acre",5575.99999999999
2016,"f","70-74","Alagoas",33608.0000000001
2016,"f","70-74","Amapa",4152
2016,"f","70-74","Amazonas",24058
2016,"f","70-74","Bahia",172108
2016,"f","70-74","Ceara",104440
2016,"f","70-74","Distrito Federal",27141
2016,"f","70-74","Espirito Santo",44450
2016,"f","70-74","Goias",67731.0000000001
2016,"f","70-74","Maranhao",62976
2016,"f","70-74","Mato Grosso",27538
2016,"f","70-74","Mato Grosso Do Sul",28787
2016,"f","70-74","Minas Gerais",277607
2016,"f","70-74","Para",62410
2016,"f","70-74","Paraiba",52552
2016,"f","70-74","Parana",145737
2016,"f","70-74","Pernambuco",115050
2016,"f","70-74","Piaui",37134
2016,"f","70-74","Rio De Janeiro",257157
2016,"f","70-74","Rio Grande Do Norte",40975
2016,"f","70-74","Rio Grande Do Sul",180874
2016,"f","70-74","Rondonia",12255
2016,"f","70-74","Roraima",2662
2016,"f","70-74","Santa Catarina",83458
2016,"f","70-74","Sao Paulo",592348
2016,"f","70-74","Sergipe",22665
2016,"f","70-74","Tocantins",12768
2016,"f","75-79","Acre",3676
2016,"f","75-79","Alagoas",23778
2016,"f","75-79","Amapa",2826.00000000001
2016,"f","75-79","Amazonas",16428
2016,"f","75-79","Bahia",128200
2016,"f","75-79","Ceara",82587
2016,"f","75-79","Distrito Federal",18966
2016,"f","75-79","Espirito Santo",33400
2016,"f","75-79","Goias",47798
2016,"f","75-79","Maranhao",46815
2016,"f","75-79","Mato Grosso",18352
2016,"f","75-79","Mato Grosso Do Sul",20421
2016,"f","75-79","Minas Gerais",208089
2016,"f","75-79","Para",42164
2016,"f","75-79","Paraiba",42033
2016,"f","75-79","Parana",103107
2016,"f","75-79","Pernambuco",86500
2016,"f","75-79","Piaui",28279
2016,"f","75-79","Rio De Janeiro",192592
2016,"f","75-79","Rio Grande Do Norte",31499
2016,"f","75-79","Rio Grande Do Sul",133725
2016,"f","75-79","Rondonia",8000.99999999999
2016,"f","75-79","Roraima",1716
2016,"f","75-79","Santa Catarina",59910
2016,"f","75-79","Sao Paulo",436929
2016,"f","75-79","Sergipe",16136
2016,"f","75-79","Tocantins",9100
2016,"f","80-84","Acre",2209
2016,"f","80-84","Alagoas",14643
2016,"f","80-84","Amapa",1769
2016,"f","80-84","Amazonas",10129
2016,"f","80-84","Bahia",82518
2016,"f","80-84","Ceara",51077
2016,"f","80-84","Distrito Federal",11160
2016,"f","80-84","Espirito Santo",22762
2016,"f","80-84","Goias",28525
2016,"f","80-84","Maranhao",29071
2016,"f","80-84","Mato Grosso",10697
2016,"f","80-84","Mato Grosso Do Sul",12636
2016,"f","80-84","Minas Gerais",138025
2016,"f","80-84","Para",25354
2016,"f","80-84","Paraiba",25116
2016,"f","80-84","Parana",65946
2016,"f","80-84","Pernambuco",52405
2016,"f","80-84","Piaui",17476
2016,"f","80-84","Rio De Janeiro",132496
2016,"f","80-84","Rio Grande Do Norte",19432
2016,"f","80-84","Rio Grande Do Sul",92370
2016,"f","80-84","Rondonia",4514
2016,"f","80-84","Roraima",983
2016,"f","80-84","Santa Catarina",38782
2016,"f","80-84","Sao Paulo",293473
2016,"f","80-84","Sergipe",10412
2016,"f","80-84","Tocantins",5690
2016,"f","85","Acre",1943
2016,"f","85","Alagoas",12705
2016,"f","85","Amapa",1660
2016,"f","85","Amazonas",9010
2016,"f","85","Bahia",81689
2016,"f","85","Ceara",49456
2016,"f","85","Distrito Federal",9143
2016,"f","85","Espirito Santo",21699
2016,"f","85","Goias",21935
2016,"f","85","Maranhao",27656
2016,"f","85","Mato Grosso",8016
2016,"f","85","Mato Grosso Do Sul",10583
